Fiscal Year,Department Name,Fund Name,Unit Name,Expenditure Category,Object Name,Actual Expenses,Current Expense Budget
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Supplies-Agricultural,0,9807
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Supplies-Cleaning & Household,0,1050
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Supplies-Clothing & Personal,0,6030
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Supplies-Electrical & Mech,0,2000
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Supplies-Medical & Expenses,0,500
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Supplies-Office,0,2374
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Contractual Services,Telephone,0,3100
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Contractual Services,Telephone Chargeback I.S.,0,4680
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Contractual Services,Temp Services-Admin/Clerical,0,32
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Contractual Services,Temp Services-Laborer/Industrl,0,341
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Contractual Services,Water & Sewage Disposal,0,6035
2026,The Department of Parks & Recreation (P&R),General Fund,Directors Office,Contractual Services,Employee Training Expense,0,2000
2026,The Department of Parks & Recreation (P&R),General Fund,Directors Office,Personnel Services,Employers Contrb Hospitalizatn,0,23673
2026,The Department of Parks & Recreation (P&R),General Fund,Directors Office,Personnel Services,Group Life Insurance Perm,0,5512
2026,The Department of Parks & Recreation (P&R),General Fund,Directors Office,Contractual Services,Membership Dues & Subscription,0,2000
2026,The Department of Parks & Recreation (P&R),General Fund,Directors Office,Contractual Services,Other Contractual Services,0,76336
2026,The Department of Parks & Recreation (P&R),General Fund,Directors Office,"Materials, Supplies, and Repairs",Repairs-Vehicle Maintenance,0,16916
2026,The Department of Parks & Recreation (P&R),General Fund,Directors Office,Personnel Services,Retirement,0,19628
2026,The Department of Parks & Recreation (P&R),General Fund,Directors Office,Personnel Services,Retirement Expense (Vsrs Emp),0,24922
2026,The Department of Parks & Recreation (P&R),General Fund,Directors Office,Personnel Services,Semi-Monthly/Monthly,0,477900
2026,The Department of Parks & Recreation (P&R),General Fund,Directors Office,Personnel Services,Social Security Fica Tax,0,35584
2026,The Department of Parks & Recreation (P&R),General Fund,Directors Office,"Materials, Supplies, and Repairs",Supplies-Clothing & Personal,0,1000
2026,The Department of Parks & Recreation (P&R),General Fund,Directors Office,"Materials, Supplies, and Repairs",Supplies-Office,0,2000
2026,The Department of Parks & Recreation (P&R),General Fund,Directors Office,Personnel Services,Temporary/Casual Employment,0,1903
2026,The Department of Parks & Recreation (P&R),General Fund,Directors Office,Contractual Services,Traveling Expense,0,3000
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,"Materials, Supplies, and Repairs",Chemicals,0,81109
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,"Materials, Supplies, and Repairs",Electricity,0,111553
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,Contractual Services,Employee Training Expense,0,6210
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,Personnel Services,Employers Contrb Hospitalizatn,0,925906
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,Equipment,Equip-Bldg-Mech & Portable,0,22541
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,Equipment,Equip-Office & Household,0,311
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,"Materials, Supplies, and Repairs",Food,0,1344
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,"Materials, Supplies, and Repairs",Gas-Natural & Propane,0,7360
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,"Materials, Supplies, and Repairs","Gasoline, Fuel & Lubricants",0,7869
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,Personnel Services,Group Life Insurance Perm,0,70251
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,"Materials, Supplies, and Repairs",Heating Fuel,0,4503
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,Contractual Services,Other Contractual Services,0,1200643
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,Contractual Services,Refuse & Garbage Disposal,0,30976
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,Contractual Services,Rent Of Equipment,0,5042
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,"Materials, Supplies, and Repairs",Repairs-Buildings,0,4107
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,"Materials, Supplies, and Repairs",Repairs-Portable Equipment,0,135922
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,"Materials, Supplies, and Repairs",Repairs-Recreational Equip,0,28483
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,"Materials, Supplies, and Repairs",Repairs-Vehicle Maintenance,0,690442
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,"Materials, Supplies, and Repairs",Repairs-Water Distrib System,0,10418
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,Personnel Services,Retirement,0,1001046
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,Personnel Services,Retirement Expense (Vsrs Emp),0,316642
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,Personnel Services,Semi-Monthly/Monthly,0,6423065
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,Personnel Services,Semi-Monthly/Monthly Overtime,0,88840
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,"Materials, Supplies, and Repairs",Small Tools,0,8461
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,Personnel Services,Social Security Fica Tax,0,472088
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,Personnel Services,Special Pay & Allowances,0,6352
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,"Materials, Supplies, and Repairs",Supplies-Agricultural,0,149047
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,"Materials, Supplies, and Repairs",Supplies-Cleaning & Household,0,14159
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,"Materials, Supplies, and Repairs",Supplies-Clothing & Personal,0,30060
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,"Materials, Supplies, and Repairs",Supplies-Electrical & Mech,0,1084
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,"Materials, Supplies, and Repairs",Supplies-Office,0,5232
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,Contractual Services,Temp Services-Laborer/Industrl,0,704594
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,Contractual Services,Traveling Expense,0,2000
2026,The Department of Parks & Recreation (P&R),General Fund,Park and Forestry Operations,Contractual Services,Water & Sewage Disposal,0,94151
2026,The Department of Parks & Recreation (P&R),General Fund,Park Planning and Development,Contractual Services,Employee Training Expense,0,1000
2026,The Department of Parks & Recreation (P&R),General Fund,Park Planning and Development,Personnel Services,Employers Contrb Hospitalizatn,0,25532
2026,The Department of Parks & Recreation (P&R),General Fund,Park Planning and Development,Equipment,Equip-Software-Over $1000,0,500
2026,The Department of Parks & Recreation (P&R),General Fund,Park Planning and Development,Personnel Services,Group Life Insurance Perm,0,1254
2026,The Department of Parks & Recreation (P&R),General Fund,Park Planning and Development,Contractual Services,Membership Dues & Subscription,0,500
2026,The Department of Parks & Recreation (P&R),General Fund,Park Planning and Development,Personnel Services,Retirement Expense (Vsrs Emp),0,21682
2026,The Department of Parks & Recreation (P&R),General Fund,Park Planning and Development,Personnel Services,Semi-Monthly/Monthly,0,108774
2026,The Department of Parks & Recreation (P&R),General Fund,Park Planning and Development,Personnel Services,Social Security Fica Tax,0,8322
2026,The Department of Parks & Recreation (P&R),General Fund,Park Planning and Development,"Materials, Supplies, and Repairs",Supplies-Agricultural,0,20877
2026,The Department of Parks & Recreation (P&R),General Fund,Park Planning and Development,"Materials, Supplies, and Repairs",Supplies-Office,0,2000
2026,The Department of Parks & Recreation (P&R),General Fund,Park Planning and Development,Contractual Services,Traveling Expense,0,3500
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,Contractual Services,Advertising,0,15250
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,"Materials, Supplies, and Repairs",Chargeouts-Repro/Printing,0,311
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,Contractual Services,Employee Training Expense,0,3500
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,Personnel Services,Employers Contrb Hospitalizatn,0,383500
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,Equipment,Equip-Bldg-Mech & Portable,0,5648
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,Equipment,Equip-Office & Household,0,2832
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,"Materials, Supplies, and Repairs",Food,0,57693
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,Personnel Services,Group Life Insurance Perm,0,37528
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,Contractual Services,Membership Dues & Subscription,0,4070
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,Contractual Services,Other Contractual Services,0,438021
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,Contractual Services,Rent Of Equipment,0,273
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,"Materials, Supplies, and Repairs",Repairs-Portable Equipment,0,1588
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,"Materials, Supplies, and Repairs",Repairs-Recreational Equip,0,16642
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,"Materials, Supplies, and Repairs",Repairs-Vehicle Maintenance,0,115842
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,Personnel Services,Retirement,0,274797
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,Personnel Services,Retirement Expense (Vsrs Emp),0,206472
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,Personnel Services,Semi-Monthly/Monthly,0,3244727
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,Personnel Services,Semi-Monthly/Monthly Overtime,0,125300
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,"Materials, Supplies, and Repairs",Small Tools,0,500
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,Personnel Services,Social Security Fica Tax,0,341048
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,"Materials, Supplies, and Repairs",Supplies-Cleaning & Household,0,2100
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,"Materials, Supplies, and Repairs",Supplies-Clothing & Personal,0,30060
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,"Materials, Supplies, and Repairs",Supplies-Medical & Expenses,0,14500
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,"Materials, Supplies, and Repairs",Supplies-Office,0,68999
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,"Materials, Supplies, and Repairs",Supplies-Recreational,0,502398
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,Personnel Services,Temporary/Casual Employment,0,1088031
2026,The Department of Parks & Recreation (P&R),General Fund,Recreation Centers,Contractual Services,Traveling Expense,0,54000
2026,The Department of Parks & Recreation (P&R),General Fund,Special Services,Contractual Services,Employee Training Expense,0,481
2026,The Department of Parks & Recreation (P&R),General Fund,Special Services,Personnel Services,Employers Contrb Hospitalizatn,0,75928
2026,The Department of Parks & Recreation (P&R),General Fund,Special Services,Equipment,Equip-Office & Household,0,200
2026,The Department of Parks & Recreation (P&R),General Fund,Special Services,"Materials, Supplies, and Repairs",Food,0,1000
2026,The Department of Parks & Recreation (P&R),General Fund,Special Services,Personnel Services,Group Life Insurance Perm,0,11988
2026,The Department of Parks & Recreation (P&R),General Fund,Special Services,"Materials, Supplies, and Repairs",Repairs-Portable Equipment,0,2700
2026,The Department of Parks & Recreation (P&R),General Fund,Special Services,"Materials, Supplies, and Repairs",Repairs-Recreational Equip,0,3444
2026,The Department of Parks & Recreation (P&R),General Fund,Special Services,"Materials, Supplies, and Repairs",Repairs-Vehicle Maintenance,0,28634
2026,The Department of Parks & Recreation (P&R),General Fund,Special Services,Personnel Services,Retirement,0,58885
